lat,lon
55.9515812,-3.3469413
53.3287084,-3.1001542
52.0640034,-0.411113756
55.0437502,-1.442781
51.4834057,-3.1777848
51.6848377,-5.0917566
52.6308963,1.3023614
55.9515812,-3.3469413
55.9515812,-3.3469413
51.521181,0.140201961
53.3287084,-3.1001542
55.9515812,-3.3469413
51.89107295,-0.423030408
54.7023545,-3.2765753
51.2566427,-1.6256882
51.52388835,-0.059571141
52.6801808,-1.8256976
52.1113388,-0.0689173
52.4468669,-1.4947943
51.4677705,-0.459082142
51.4834057,-3.1777848
53.3287084,-3.1001542
51.6848377,-5.0917566
55.9515812,-3.3469413
57.3295089,-3.6104018
51.4834057,-3.1777848
53.7923813,-2.6825658
50.8557196,-2.1659342
53.3287084,-3.1001542
51.4834057,-3.1777848
51.89960485,-0.204953918
51.9053313,-0.2010146
53.3287084,-3.1001542
53.9160366,-2.1426716
57.1323697,-3.1891212
57.8353731,-3.8264263
51.9008045,-0.212185086
53.7785231,-1.528629107
53.03218215,-1.195975011
53.3287084,-3.1001542
52.4160035,-1.9701231
53.2213252,-4.208335
53.3287084,-3.1001542
50.8985496,-1.389066329
55.9515812,-3.3469413
51.51604055,-0.136339396
52.114323,0.0313526
53.3287084,-3.1001542
51.5882332,-2.9974967
50.72734445,-3.474513573
53.395709,-2.9592819
51.3459804,1.3696263
53.6590675,-1.9506259
53.3287084,-3.1001542
51.4557821,-0.9735712
51.71074705,-0.271792343
53.969669,-1.089902
52.5256719,-1.838445
51.50404045,-0.124844231
51.4459342,0.3239596
51.5635164,-0.1279909
53.94660805,-1.048003015
51.5879189,-0.327102194
51.52833615,-0.065696967
53.8849051,-1.4453448
54.9924571,-1.6055338
51.3459804,1.3696263
55.9515812,-3.3469413
51.65384375,0.482887165
53.3287084,-3.1001542
52.4408272,-1.898841483
53.5598812,-2.874645931
53.3287084,-3.1001542
53.3287084,-3.1001542
51.6666717,-3.000007
53.2744269,-3.9024425
52.9874799,-1.20675381
52.24583745,0.709952669
53.0968006,-3.2104351
52.6890014,-2.8735907
51.41961795,-0.079441744
55.1672574,-1.7344669
50.8467436,-1.0679459
52.5852451,-2.1221216
51.5542865,-0.250602413
51.0731851,-1.8071257
52.4851977,-1.913720701
51.25,-1.916667
51.5917498,-3.183331829
51.503513,-0.4662704
52.194144,0.1375027
54.6580139,-1.2005633
53.37933435,-1.480072596
52.0001337,-4.2685111
51.7492956,-0.3422526
51.5023278,-0.1260826
50.8516341,-0.9385464
52.1341692,-4.5462206
51.1961976,-0.691178
51.106388,-0.567472337
54.9770924,-1.6142059
51.5266694,-0.0798926
53.3287084,-3.1001542
53.94660805,-1.048003015
51.0543003,-1.3381861
53.3287084,-3.1001542
53.3287084,-3.1001542
51.1567237,-0.1610188
53.41521405,-2.543139876
54.7023545,-3.2765753
53.3287084,-3.1001542
51.73021505,-1.208421324
53.7974185,-1.5437941
53.7785231,-1.528629107
51.56411795,-0.092811935
53.4841194,-2.2380371
50.82256275,-1.605142792
52.0508559,-2.705644347
55.9397791,-3.011654
52.0502963,-1.2516164
51.4365842,-0.994136256
58.20633495,-6.369583767
53.1391936,-3.7947842
51.4538022,-2.5972985
51.2151195,-0.5250129
53.3287084,-3.1001542
51.09707135,1.124517955
51.5484047,-0.0231873
54.7023545,-3.2765753
51.4834057,-3.1777848
51.4578328,-0.0360868
53.94660805,-1.048003015
53.3287084,-3.1001542
52.5256719,-1.838445
54.6580139,-1.2005633
51.7534706,0.0126282
53.2343268,-4.121635
55.4986921,-4.6108304
55.0061851,-7.323404196
53.7785231,-1.528629107
55.4986921,-4.6108304
53.7414271,-1.720200377
55.0061851,-7.323404196
53.7414271,-1.720200377
53.7785231,-1.528629107
53.3287084,-3.1001542
50.99923745,-1.534876236
51.50033195,-0.128080515
52.4897433,-1.8540988
52.085579,1.5473336
51.4204522,-2.220040087
55.9707191,-3.1695316
51.5499951,-0.4278078
53.5713963,-0.353460732
52.09710675,1.415943206
52.43509415,-0.122021819
52.4793909,-1.907191
53.8244244,-2.409975
51.86859365,-2.688868756
51.9302699,-0.2698176
52.09710675,1.415943206
55.9373536,-3.2070014
52.7041728,-2.7317784
54.7546131,-3.3722663
52.09710675,1.415943206
52.4329239,-1.8931521
51.6056711,-1.6368605
51.4677705,-0.459082142
52.7041728,-2.7317784
51.3459804,1.3696263
51.50404045,-0.124844231
51.6056711,-1.6368605
51.4677705,-0.459082142
53.7761428,-2.9745898
53.9440462,-1.056659
52.44708425,-1.869169091
50.83146655,-0.176236897
52.2725811,-1.55444265
53.2349963,-1.4259431
53.7271168,-1.351502402
52.35663215,-0.109024399
51.56411795,-0.092811935
55.9515812,-3.3469413
50.4124418,-5.077007
54.0090258,-1.4703169
51.50404045,-0.124844231
50.4547944,-4.9977827
52.4897433,-1.8540988
54.7023545,-3.2765753
51.75272505,-1.271426027
51.1972475,-2.185628
51.50404045,-0.124844231
51.4646866,-3.169342717
55.4211614,-1.5813144
51.3779369,-0.103418601
51.0944908,-4.1407738
51.50404045,-0.124844231
51.25,-1.916667
52.5256719,-1.838445
52.9849031,-1.890952
53.3594839,-2.2671791
52.4897433,-1.8540988
53.7020085,-0.3602136
55.9707191,-3.1695316
53.969669,-1.089902
52.7041728,-2.7317784
53.9150655,-1.1389401
52.5135953,-1.8806948
51.86859365,-2.688868756
51.86859365,-2.688868756
51.8618436,0.374099706
51.2581395,-0.7388325
51.5361951,-0.1542593
51.4522726,-0.4187843
51.50404045,-0.124844231
51.8096038,-3.8524088
51.86859365,-2.688868756
53.2378622,-1.330345977
53.9440462,-1.056659
53.5713963,-0.353460732
53.98842205,-1.066717113
51.48244985,-0.132101416
52.09248225,0.125710101
50.7248127,-3.5118951
53.9440462,-1.056659
51.4813531,0.0009581
51.4988068,-0.1248381
51.50857415,-0.137523125
53.94660805,-1.048003015
51.6056711,-1.6368605
53.9440462,-1.056659
53.2198617,-1.4243007
51.5408387,0.0088347
50.109099,-5.33009914
51.4204522,-2.220040087
50.4124418,-5.077007
51.50404045,-0.124844231
51.8678007,0.3681749
51.2581395,-0.7388325
53.5713963,-0.353460732
51.3121659,-0.510665
51.1972475,-2.185628
53.6317366,-1.7458804
51.2730988,0.5212506
52.2345714,-0.462650184
51.50404045,-0.124844231
52.0179577,-0.304413778
53.2960605,-3.5657987
51.50404045,-0.124844231
51.6056711,-1.6368605
52.6078451,1.2515422
51.2715316,-0.341452351
52.04114145,-0.3647466
51.7967047,0.579338882
53.3287084,-3.1001542
51.50404045,-0.124844231
52.7041728,-2.7317784
51.3886577,-0.7622349
51.0944908,-4.1407738
52.7041728,-2.7317784
51.6174205,-0.3095111
52.4468669,-1.4947943
54.5474199,-3.5885335
51.6174205,-0.3095111
54.7023545,-3.2765753
50.4124418,-5.077007
53.86117155,-2.54711154
53.3287084,-3.1001542
52.4793909,-1.907191
53.7818548,-0.2288017
53.7818548,-0.2288017
52.3960798,-1.9881909
52.43509415,-0.122021819
51.4622924,-0.1388561
54.75,-3.6666667
53.9443016,-1.0561997
54.54773995,-5.556239344
51.8096038,-3.8524088
55.0061851,-7.323404196
52.9597545,-1.1123158
51.4988068,-0.1248381
55.9373536,-3.2070014
53.349292,-2.8956103
50.7499016,-1.5273808
51.50404045,-0.124844231
51.4053347,-0.2634066
50.7627103,0.2834344
51.3459804,1.3696263
55.0418648,-7.161261298
51.4204522,-2.220040087
54.1899327,-6.3309571
51.50404045,-0.124844231
51.50404045,-0.124844231
52.5043754,-1.8719855
51.50404045,-0.124844231
51.5008444,-0.166965
51.86859365,-2.688868756
52.43509415,-0.122021819
55.958355,-3.1789548
51.5080347,-0.1096808
51.87081555,1.041206766
54.73042825,-6.215161087
51.4889317,-0.4755435
52.4793909,-1.907191
51.50404045,-0.124844231
52.1385177,-0.4675102
53.3845436,-2.3449777
53.42919235,-2.534340847
51.1393682,-1.5811102
54.7023545,-3.2765753
51.5140994,-0.1096687
51.50404045,-0.124844231
55.9515812,-3.3469413
52.5031669,-2.01693
51.50404045,-0.124844231
52.4494382,-1.9471176
51.50404045,-0.124844231
52.2385239,-0.902493
55.9515812,-3.3469413
51.2407824,-0.6126231
55.9515812,-3.3469413
51.3121659,-0.510665
50.5947727,-1.9521987
51.4988068,-0.1248381
51.3459804,1.3696263
52.9761676,-1.3002109
52.9761676,-1.3002109
55.50230535,-4.577596603
51.3786581,1.431999464
51.6056711,-1.6368605
55.9515812,-3.3469413
54.9697639,-1.6120899
53.2782273,-4.331339293
52.7783903,-2.837182653
51.50404045,-0.124844231
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4834057,-3.1777848
52.5529813,0.6307769
55.9515812,-3.3469413
51.0607894,-1.8114959
49.9545977,-6.3522296
53.969669,-1.089902
51.5292636,-0.1299484
52.9761676,-1.3002109
55.9515812,-3.3469413
55.9515812,-3.3469413
51.5292636,-0.1299484
55.9515812,-3.3469413
55.9515812,-3.3469413
53.0168509,-2.207825954
55.9515812,-3.3469413
51.14804,-2.716577
53.3287084,-3.1001542
52.47558945,-1.882520264
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4816546,-3.1791934
55.9515812,-3.3469413
55.9515812,-3.3469413
55.0427556,-1.4385177
55.9515812,-3.3469413
52.1033578,-1.89376335
51.1788476,-3.2187327
51.4012061,0.825468264
53.2744269,-3.9024425
52.9761676,-1.3002109
52.9761676,-1.3002109
53.3287084,-3.1001542
51.3459804,1.3696263
52.3467085,-1.5572066
52.9761676,-1.3002109
53.322475,-3.8243251
55.0494243,-2.58344017
55.9515812,-3.3469413
51.4834057,-3.1777848
55.9515812,-3.3469413
55.8380039,-5.0573026
53.2744269,-3.9024425
51.2221238,-0.974021276
50.5947727,-1.9521987
51.5873671,-0.118896788
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
51.86859365,-2.688868756
55.9515812,-3.3469413
53.38519425,-1.493832875
55.9515812,-3.3469413
51.3459804,1.3696263
52.4794493,-1.9069649
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
53.2744269,-3.9024425
53.8770837,-1.983853
58.20633495,-6.369583767
55.9515812,-3.3469413
52.2385239,-0.902493
54.7023545,-3.2765753
51.0955754,0.5380324
55.9515812,-3.3469413
52.114323,0.0313526
50.72734445,-3.474513573
58.20633495,-6.369583767
55.9515812,-3.3469413
51.1961976,-0.691178
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4677705,-0.459082142
53.5922362,-2.298758479
55.9515812,-3.3469413
55.9515812,-3.3469413
53.2744269,-3.9024425
52.9761676,-1.3002109
51.50404045,-0.124844231
51.6211442,-3.9467751
51.50404045,-0.124844231
55.9515812,-3.3469413
51.41949245,-0.202617712
55.9515812,-3.3469413
51.6970822,-3.0139254
55.9515812,-3.3469413
55.9515812,-3.3469413
51.5982316,-1.1252158
55.9515812,-3.3469413
51.1961976,-0.691178
53.3287084,-3.1001542
51.4548509,-0.1194191
51.1961976,-0.691178
52.9761676,-1.3002109
52.9761676,-1.3002109
51.503513,-0.4662704
51.4834057,-3.1777848
51.6666717,-3.000007
55.9515812,-3.3469413
55.9515812,-3.3469413
52.47558945,-1.882520264
53.969669,-1.089902
51.3766366,0.5836566
54.7023545,-3.2765753
51.38343985,-1.314385524
51.422149,-0.1065531
55.9515812,-3.3469413
55.28583445,-6.182911406
51.6174205,-0.3095111
52.7943989,-2.667925725
52.501506,-2.1171352
55.9515812,-3.3469413
51.5293748,-0.355361966
51.86859365,-2.688868756
55.4135412,-1.7072797
51.6666717,-3.000007
50.94468065,-0.061929353
57.1482281,-2.0926781
51.5212877,-3.1034839
52.4329239,-1.8931521
55.9515812,-3.3469413
55.9515812,-3.3469413
60.7475983,-0.8532495
51.4834057,-3.1777848
51.6174205,-0.3095111
51.5542865,-0.250602413
53.69247395,-0.283136542
51.7520131,-1.2578499
52.4468669,-1.4947943
51.89960485,-0.204953918
55.9515812,-3.3469413
51.6032304,-1.636121688
51.9053313,-0.2010146
58.20633495,-6.369583767
51.5917498,-3.183331829
51.262826,-1.0861976
51.4686132,-0.3613471
53.3287084,-3.1001542
55.9515812,-3.3469413
53.3287084,-3.1001542
52.9079621,-2.144647623
53.3287084,-3.1001542
50.8937517,0.5371971
51.6150008,-4.0026014
51.5381748,-2.582921
53.3287084,-3.1001542
55.9515812,-3.3469413
54.666667,-1.75
51.5485245,-0.092983391
53.7785231,-1.528629107
51.7026571,-3.0327511
53.3287084,-3.1001542
52.4160035,-1.9701231
51.4168851,-0.081186195
52.5135785,-3.314371
55.8697403,-3.9664208
55.9515812,-3.3469413
52.4968157,-1.9739174
51.5413271,0.1481142
55.9515812,-3.3469413
55.9515812,-3.3469413
53.4791301,-2.2441009
55.9515812,-3.3469413
53.3287084,-3.1001542
51.6666717,-3.000007
55.9515812,-3.3469413
53.3594839,-2.2671791
55.9515812,-3.3469413
52.2345714,-0.462650184
51.0456561,0.1835387
55.9515812,-3.3469413
56.109939,-3.1607884
53.3287084,-3.1001542
53.42007525,-1.3788579
51.6666717,-3.000007
54.6580139,-1.2005633
54.3747067,-2.3749448
55.9515812,-3.3469413
51.4834057,-3.1777848
51.4816546,-3.1791934
52.9761676,-1.3002109
53.3287084,-3.1001542
53.3287084,-3.1001542
53.3287084,-3.1001542
53.3287084,-3.1001542
55.9515812,-3.3469413
56.8553623,-5.1928904
55.9515812,-3.3469413
50.7935202,-0.6664568
52.2345714,-0.462650184
55.9515812,-3.3469413
53.37933435,-1.480072596
51.4548509,-0.1194191
51.4834057,-3.1777848
55.9515812,-3.3469413
51.4834057,-3.1777848
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4538022,-2.5972985
51.2715316,-0.341452351
52.3974938,-1.9869737
53.3287084,-3.1001542
51.4834057,-3.1777848
52.4494382,-1.9471176
52.6361398,-1.1330789
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4089375,-3.453829565
51.5266694,-0.0798926
55.9515812,-3.3469413
52.4919452,-1.905515
53.7883813,-2.707285203
54.05061715,-1.253406368
53.3492577,-1.8096423
51.4510191,-0.99349144
53.3287084,-3.1001542
52.0579495,1.1526345
54.4769953,-0.6063787
54.9924571,-1.6055338
51.65384375,0.482887165
55.9515812,-3.3469413
55.9515812,-3.3469413
53.3287084,-3.1001542
51.37850395,-0.090179136
53.3287084,-3.1001542
51.4875417,-0.1682205
53.7766027,-2.6766042
51.4089375,-3.453829565
55.9515812,-3.3469413
56.4602663,-2.9695034
51.0456561,0.1835387
51.0456561,0.1835387
51.576407,-2.9675757
51.4548509,-0.1194191
53.2782273,-4.331339293
51.4834057,-3.1777848
51.876897,0.2144377
55.9515812,-3.3469413
53.3287084,-3.1001542
52.502971,-2.0170748
52.5030653,-2.0167195
55.9515812,-3.3469413
51.5882332,-2.9974967
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
53.969669,-1.089902
51.1832484,0.9369225
55.9515812,-3.3469413
50.8985496,-1.389066329
51.3459804,1.3696263
55.9515812,-3.3469413
50.9025349,-1.404189
51.4570271,-0.1932607
55.9515812,-3.3469413
55.9515812,-3.3469413
53.969669,-1.089902
51.5031032,-0.0787927
52.114323,0.0313526
52.9630453,-1.1345657
55.9515812,-3.3469413
52.472314,-1.9168728
51.6966961,-2.211808
55.9515812,-3.3469413
55.9515812,-3.3469413
53.4751856,-2.2413862
56.8112456,-5.116351
53.3287084,-3.1001542
53.969669,-1.089902
55.8697403,-3.9664208
51.9463121,-0.4454221
55.9515812,-3.3469413
51.4834057,-3.1777848
51.856335,0.58905598
53.7923813,-2.6825658
55.9515812,-3.3469413
50.94468065,-0.061929353
52.4822354,-1.8977136
54.9044503,-1.383771
53.2744269,-3.9024425
53.3287084,-3.1001542
55.9515812,-3.3469413
52.2385239,-0.902493
57.1323697,-3.1891212
55.9515812,-3.3469413
51.4834057,-3.1777848
51.4834057,-3.1777848
55.9515812,-3.3469413
53.7785231,-1.528629107
55.9515812,-3.3469413
55.9515812,-3.3469413
55.5951129,-1.8971193
51.4834057,-3.1777848
51.7967047,0.579338882
53.3287084,-3.1001542
53.42007525,-1.3788579
51.4851381,-3.212584467
55.9515812,-3.3469413
52.4394203,-3.0482804
53.3287084,-3.1001542
55.9515812,-3.3469413
50.7583753,-1.5426885
55.9515812,-3.3469413
52.9074234,-2.8938664
52.9761676,-1.3002109
53.3287084,-3.1001542
50.94468065,-0.061929353
55.9515812,-3.3469413
52.9280123,-1.467389212
55.9515812,-3.3469413
55.9515812,-3.3469413
53.80861035,-2.228799098
55.9515812,-3.3469413
50.5302739,-3.5910723
55.9515812,-3.3469413
52.9761676,-1.3002109
55.9515812,-3.3469413
58.0256275,-4.3996381
52.0322303,0.7943311
51.4834057,-3.1777848
53.2213252,-4.208335
50.9025349,-1.404189
53.3287084,-3.1001542
53.3287084,-3.1001542
53.2744269,-3.9024425
53.327753,-1.6817831
53.969669,-1.089902
52.02682315,-0.703939411
53.3287084,-3.1001542
53.3287084,-3.1001542
55.9515812,-3.3469413
55.9515812,-3.3469413
52.9761676,-1.3002109
51.4834057,-3.1777848
55.9515812,-3.3469413
51.3459804,1.3696263
53.3287084,-3.1001542
52.0579495,1.1526345
51.50404045,-0.124844231
53.3287084,-3.1001542
53.5099051,-2.9847423
51.2761783,1.1701885
55.9515812,-3.3469413
55.9515812,-3.3469413
53.3287084,-3.1001542
53.8849051,-1.4453448
51.4677705,-0.459082142
55.9515812,-3.3469413
55.9515812,-3.3469413
51.4149818,-2.5006001
56.3333331,-3.0000001
53.3287084,-3.1001542
55.9515812,-3.3469413
57.2519329,-3.3793236
51.6174205,-0.3095111
51.0401089,-3.5501059
51.52745145,-0.128527692
53.2782273,-4.331339293
53.4000477,-2.2733402
55.9515812,-3.3469413
51.89107295,-0.423030408
51.3425414,-0.0162924
51.50404045,-0.124844231
51.3629022,-0.0933041
57.1323697,-3.1891212
55.9515812,-3.3469413
51.6666717,-3.000007
55.9515812,-3.3469413
52.0640034,-0.411113756
55.9515812,-3.3469413
53.3287084,-3.1001542
50.94468065,-0.061929353
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
55.9515812,-3.3469413
53.5950534,-1.3831153
52.0640034,-0.411113756
53.3287084,-3.1001542
51.4834057,-3.1777848
55.9515812,-3.3469413
51.7492956,-0.3422526
51.47822765,-3.180666093
52.233254,-0.477781934
54.9770924,-1.6142059
53.3287084,-3.1001542
53.3287084,-3.1001542
51.3121659,-0.510665
51.50404045,-0.124844231
53.7020085,-0.3602136
57.6231608,-4.1133243
51.41961795,-0.079441744
51.8145016,-0.7848492
57.2053823,-2.1895292
52.04114145,-0.3647466
52.62884525,1.298411806
51.5023278,-0.1260826
51.25,-1.916667
53.3287084,-3.1001542
52.7719704,0.4168781
51.50404045,-0.124844231
54.7023545,-3.2765753
51.0543003,-1.3381861
54.9770924,-1.6142059
52.4160035,-1.9701231
52.6326755,-1.126564
51.3462973,-0.0438245
51.2552958,0.4847309
53.6213845,-0.970591909
54.7023545,-3.2765753
53.3287084,-3.1001542
55.9707191,-3.1695316
51.4834057,-3.1777848
52.3998376,0.2630951
51.1567237,-0.1610188
55.9515812,-3.3469413
51.4365842,-0.994136256
55.9515812,-3.3469413
55.9707191,-3.1695316
55.1672574,-1.7344669
54.7023545,-3.2765753
54.7023545,-3.2765753
52.7041728,-2.7317784
54.6580139,-1.2005633
51.4578328,-0.0360868
51.521181,0.140201961
51.568786,0.4536022
53.3287084,-3.1001542
50.82256275,-1.605142792
51.4578328,-0.0360868
55.9707191,-3.1695316
57.3099291,-2.4328544
55.4986921,-4.6108304
50.8208757,-0.9289268
53.3287084,-3.1001542
53.7020085,-0.3602136
51.5279475,-0.0778934
51.10146615,-0.905404598
51.1555203,-1.741962692
50.82256275,-1.605142792
52.1504005,-3.4566998
50.865128,-2.9622372
52.4329239,-1.8931521
51.50404045,-0.124844231
52.6326755,-1.126564
51.4204522,-2.220040087
54.1249303,-1.532299
52.2385239,-0.902493
56.5990184,-4.7955603
52.04114145,-0.3647466
51.50404045,-0.124844231
53.3287084,-3.1001542
52.5540238,-1.8852692
53.3287084,-3.1001542
54.7023545,-3.2765753
52.7041728,-2.7317784
52.62884525,1.298411806
51.106388,-0.567472337
53.3287084,-3.1001542
57.2053823,-2.1895292
52.4793909,-1.907191
51.6436161,-0.2994431
52.6217529,1.221521079
57.1482281,-2.0926781
57.1216081,-3.655435952
53.3287084,-3.1001542
51.1961976,-0.691178
53.24815035,-4.547993273
53.3287084,-3.1001542
52.9628127,-1.136236
