geocoded_latitude,geocoded_longitude
41.6612561,-91.5299106
43.0349931,-87.922497
47.2150945,-123.1007066
38.951883,-92.3337366
47.6038321,-122.3300624
46.877229,-96.789821
36.1662859,-115.149225
39.9098345,-75.3235215
47.6694141,-122.1238767
47.4799078,-122.2034496
39.7989763,-89.6443688
42.1237102,-71.1786627
41.4239666,-76.494113
33.732052,-84.9191081
46.6864843,-123.7329469
28.5423999,-81.3794368
36.791225,-81.7712324
40.8116667,-73.8063889
44.100351,-70.2147764
26.4520248,-81.948145
29.8946952,-81.3145395
34.0922335,-117.435048
44.5365467,-122.9068762
41.4134764,-73.3086445
34.5402813,-112.469518
47.8222945,-122.8751712
47.6594091,-122.6766317
60.5439444,-145.7589103
39.6020608,-74.8426653
38.4493315,-78.8688833
45.6306954,-122.6744557
41.3909305,-72.859545
42.3192548,-85.1824269
30.3321838,-81.655651
43.61656,-116.200835
35.881048,-83.77661826
33.3823635,-86.91720475
47.6038321,-122.3300624
38.7945166,-83.5451934
27.4989278,-82.5748194
47.6038321,-122.3300624
41.2157904,-86.777617
38.4087993,-121.3716178
44.3479362,-87.8269868
43.5499749,-96.700327
36.7295295,-119.7088613
39.1146799,-94.7495246
27.8002542,-97.3955744
45.3573429,-122.6067583
47.6694141,-122.1238767
38.6337716,-90.2416548
36.8889933,-76.2481624
35.3848841,-77.9927651
36.6744117,-121.6550372
36.6744117,-121.6550372
47.8278656,-122.3053932
35.9242943,-80.0563864
41.0799898,-85.1386015
45.4206749,-122.6706498
34.0007493,-81.0343313
47.5315625,-122.6384056
33.4485866,-112.0773456
45.8846686,-95.377883
41.8500997,-71.4661703
37.8912529,-122.1859572
44.721784,-123.920113
41.2230048,-111.9738429
45.891774,-123.961527
47.1849009,-122.2921406
48.118146,-123.4307413
47.3664231,-122.0437127
40.284041,-79.5489517
35.3738712,-119.0194639
41.7010642,-71.1546367
32.8579056,-97.2547371
31.3445508,-109.5453461
36.1662859,-115.149225
41.439754,-81.7405559
28.247132,-82.71702389
45.9109715,-122.7408326
33.4485866,-112.0773456
47.5278365,-121.8764374
47.2495798,-122.4398746
42.7260523,-87.7825242
35.3738712,-119.0194639
47.6038321,-122.3300624
38.8339578,-104.8253485
45.4206749,-122.6706498
40.4731073,-88.9941403
40.2338438,-111.6585337
40.5863563,-122.3916754
47.0023813,-124.1532484
45.4206749,-122.6706498
44.0581728,-121.3153096
46.8030154,-95.3525318
36.6240321,-78.5569437
47.4234599,-120.3103494
34.0922335,-117.435048
33.8455911,-118.3886766
40.3281247,-79.6153198
39.52927,-119.8136744
47.6905295,-114.1637614
37.4282724,-121.9066238
27.9477595,-82.458444
47.0450197,-122.8948725
47.8000944,-122.3314116
31.9973662,-102.0779482
47.2495798,-122.4398746
47.7598697,-122.2068288
47.6859573,-122.1920249
35.683404,-85.7699816
39.2508229,-106.2925238
47.9474034,-122.3036992
42.5092039,-84.655814
37.6390972,-120.9968782
40.9729584,-117.7356849
47.6038321,-122.3300624
47.1849009,-122.2921406
47.469918,-122.3485274
41.0799898,-85.1386015
40.4857863,-74.4254849
26.1420358,-81.7948103
42.3264181,-122.8718605
34.1402148,-118.3789526
47.313494,-122.3393103
43.444816,-85.2929384
47.6038321,-122.3300624
48.4200462,-122.32642
35.3738712,-119.0194639
48.2452535,-122.3495336
39.9622601,-83.0007065
30.2265949,-93.2173759
34.5958572,-120.1390894
37.7030051,-85.8647201
47.0077652,-122.9110785
38.9013013,-77.2651585
41.6786754,-83.5127283
47.9474034,-122.3036992
30.3321838,-81.655651
45.3803261,-122.5945507
42.8323836,-72.9696779
48.1465457,-103.621814
41.7010642,-71.1546367
47.862745,-121.987547
45.4871723,-122.8037804
25.7742658,-80.1936589
40.868154,-73.425676
47.3075369,-122.2301808
47.6038321,-122.3300624
28.023544,-82.12720212
48.1810957,-122.1389548
47.6038321,-122.3300624
45.455921,-123.844429
45.5202471,-122.6741949
34.0922335,-117.435048
47.6038321,-122.3300624
46.8700801,-113.9952796
36.1325617,-88.5186636
39.1637984,-119.7674034
40.759151,-74.0000328
21.4954957,-158.0626555
29.6519396,-82.3249961
47.6038321,-122.3300624
47.0979462,-122.4243422
40.8364845,-74.47818854
41.6786754,-83.5127283
47.6144219,-122.1923372
43.074761,-89.3837613
45.7874957,-108.49607
35.3738712,-119.0194639
47.6038321,-122.3300624
47.6038321,-122.3300624
38.7459482,-78.6422377
41.0799898,-85.1386015
34.4358295,-119.8276389
35.16668035,-103.7381148
45.5202471,-122.6741949
35.3738712,-119.0194639
36.3134398,-82.3534728
33.4485866,-112.0773456
45.4630231,-91.1040358
43.7021922,-91.0131863
40.3048178,-105.1025075
42.2508691,-84.2130083
47.2495798,-122.4398746
34.0211224,-118.3964665
36.8524545,-121.4016021
41.2157904,-86.777617
39.4534731,-123.8149114
47.6694141,-122.1238767
38.4314141,-92.8410274
21.3250785,-157.8466442
27.9658533,-82.8001026
42.098408,-76.0493684
42.291707,-85.5872286
33.5091215,-111.8992365
38.7298305,-93.56143319
42.7467159,-84.4011807
47.0263876,-122.8072257
44.911006,-116.0987364
47.6038321,-122.3300624
40.7670126,-111.8904308
35.0841034,-106.6509851
40.2452976,-75.6496424
45.4206749,-122.6706498
47.8278656,-122.3053932
42.291707,-85.5872286
43.8014053,-91.2395429
35.3738712,-119.0194639
47.6694141,-122.1238767
47.7545827,-122.1588902
41.6556465,-74.6893282
45.926552,-116.1223654
36.8252277,-119.7029194
40.6984348,-74.4015405
44.6402434,-93.1435497
32.8406946,-83.6324022
35.3738712,-119.0194639
36.3134398,-82.3534728
46.2778406,-119.2769067
38.263,-121.9278
40.7317855,-73.4481362
41.8528065,-124.149862
47.3075369,-122.2301808
45.5202471,-122.6741949
45.4206749,-122.6706498
47.2317185,-122.5143049
47.2495798,-122.4398746
45.4871723,-122.8037804
36.4745636,-81.804838
47.6038321,-122.3300624
33.7288179,-116.3825711
36.1662859,-115.149225
47.4449086,-122.2830842
45.4871723,-122.8037804
47.6038321,-122.3300624
38.2542376,-85.759407
33.4485866,-112.0773456
39.4850848,-80.1425781
48.1598553,-122.3535362
33.7490987,-84.3901849
42.2792625,-71.416172
41.0465776,-73.9496707
47.2495798,-122.4398746
48.2765903,-116.5532476
47.6607729,-122.2914971
43.0630834,-83.8510732
44.9772995,-93.2654692
36.7295295,-119.7088613
35.9603948,-83.9210261
38.7131073,-90.4298401
37.3344561,-79.5235083
47.7391366,-122.63928
43.0171773,-83.7236024
30.4982516,-86.1360517
36.7953025,-76.05092512
41.6612561,-91.5299106
38.2542376,-85.759407
44.7606441,-85.6165301
42.8122508,-85.7228062
32.9786566,-115.530267
47.4449086,-122.2830842
40.522924,-79.8913193
45.2206945,-123.0761419
38.3565773,-121.9877444
48.505399,-111.857225
34.0922335,-117.435048
47.3075369,-122.2301808
47.3826903,-122.2270272
47.6038321,-122.3300624
42.2222614,-83.3965995
40.696629,-111.9867271
47.0042643,-122.539846
33.4144139,-111.9094474
47.8577455,-122.2210628
33.9330156,-117.944777
38.6337716,-90.2416548
41.0799898,-85.1386015
36.9035983,-104.4391002
47.0450197,-122.8948725
40.3014581,-79.5389289
42.6511674,-73.754968
42.0415823,-87.8873916
42.0147513,-89.3323279
30.2711286,-97.7436995
44.9482087,-123.0629463
36.1662859,-115.149225
39.1146799,-94.7495246
40.2663107,-76.8861122
33.7117095,-86.82236185
40.7670126,-111.8904308
47.6144219,-122.1923372
45.4871723,-122.8037804
44.310583,-69.779663
45.5202471,-122.6741949
39.3113257,-94.922759
36.1622296,-86.7743531
47.3075369,-122.2301808
35.0841034,-106.6509851
47.2495798,-122.4398746
40.2170575,-74.7429463
47.8671924,-121.7444588
32.9604305,-96.83026003
34.0922335,-117.435048
34.0922335,-117.435048
29.0338575,-95.4343859
48.5049158,-122.2349409
36.1662859,-115.149225
47.3075369,-122.2301808
41.8500997,-71.4661703
47.6694141,-122.1238767
35.1209452,-120.6218376
40.2922938,-79.8817181
42.4792618,-71.1522766
40.5863563,-122.3916754
26.0193082,-80.3491599
36.1662859,-115.149225
45.5202471,-122.6741949
47.8278656,-122.3053932
48.1810957,-122.1389548
45.67380475,-122.6591367
47.6144219,-122.1923372
40.7670126,-111.8904308
43.61656,-116.200835
45.3573429,-122.6067583
43.074761,-89.3837613
47.6038321,-122.3300624
44.566525,-120.153341
47.2150945,-123.1007066
42.7689141,-78.6177611
39.6020608,-74.8426653
42.291707,-85.5872286
41.8528065,-124.149862
44.0505054,-123.0950506
45.2629088,-122.6925983
34.4942536,-85.8477494
42.8442536,-71.4797889
47.6038321,-122.3300624
47.2495798,-122.4398746
38.5815719,-121.4943996
44.5365467,-122.9068762
33.293945,-111.0962305
33.6783336,-118.0000166
40.777257,-74.246094
47.8278656,-122.3053932
47.8278656,-122.3053932
45.6306954,-122.6744557
36.7953025,-76.05092512
35.3738712,-119.0194639
38.9556031,-90.1867765
38.917252,-97.21377
47.3075369,-122.2301808
39.1637984,-119.7674034
43.982672,-124.099839
47.9323735,-119.0380781
45.5202471,-122.6741949
41.8742225,-80.1317236
47.5709315,-122.3865166
42.4184296,-71.1061639
36.7183708,-76.2466798
34.2450533,-115.5681084
34.5008311,-117.1858759
47.4931725,-121.78783
47.4449086,-122.2830842
45.4871723,-122.8037804
47.6144219,-122.1923372
45.3573429,-122.6067583
32.3476438,-97.3866837
44.0505054,-123.0950506
38.6703267,-89.9845476
40.2971825,-111.694943
34.09751,-117.6483876
42.3604823,-71.0595678
33.6009389,-86.9561059
38.5815719,-121.4943996
33.5801103,-85.0766113
34.5402813,-112.469518
33.558997,-112.4046831
43.8006354,-70.1867161
43.0630834,-83.8510732
47.2359524,-122.3626381
43.5406359,-70.8481164
43.157285,-77.615214
43.0171773,-83.7236024
41.7571701,-88.3147539
48.365339,-124.615534
47.6038321,-122.3300624
58.4128377,-135.7375654
41.487123,-120.5423271
37.5385087,-77.43428
38.8843867,-94.8161127
40.7306458,-73.9866136
43.423039,-97.260615
37.0430812,-100.920999
34.4620484,-114.3664674
47.7545827,-122.1588902
35.3738712,-119.0194639
47.6038321,-122.3300624
47.2495798,-122.4398746
47.4799078,-122.2034496
48.7050075,-119.4372001
45.3573429,-122.6067583
47.5766324,-122.2276378
39.571543,-97.661141
47.4799078,-122.2034496
38.5347193,-105.9989023
34.2819461,-118.4389719
47.8000944,-122.3314116
47.9673056,-122.2013998
47.3259697,-122.5878659
41.8528065,-124.149862
33.8347516,-117.911732
32.2218917,-110.9262353
39.3724232,-104.8586706
45.5202471,-122.6741949
47.2061882,-122.2312383
47.6579425,-117.4212265
47.6694141,-122.1238767
33.5206824,-86.8024326
40.7967244,-81.5215093
42.291707,-85.5872286
45.4206749,-122.6706498
41.5910641,-93.6037149
33.6633386,-117.903317
46.9437207,-119.9899662
47.3075369,-122.2301808
35.05271025,-89.90724043
45.7572997,-122.8743589
38.0103311,-122.1298309
47.2495798,-122.4398746
36.3134398,-82.3534728
45.5228939,-122.989827
35.0875836,-84.0346315
38.4192496,-82.445154
47.6038321,-122.3300624
42.2681569,-83.7312291
39.52927,-119.8136744
47.3259697,-122.5878659
47.6038321,-122.3300624
47.2495798,-122.4398746
35.1490215,-90.0516285
34.1394513,-117.9772873
36.4745636,-81.804838
36.6174432,-121.9155906
41.3556539,-72.0995209
30.6943566,-88.0430541
31.8111305,-106.5013494
38.5200504,-89.9839935
40.3207577,-75.61010713
34.2542084,-110.0298327
47.4799078,-122.2034496
46.592712,-112.036109
42.198761,-121.406108
38.4314141,-92.8410274
47.6144219,-122.1923372
40.125222,-87.6304614
47.6038321,-122.3300624
47.1849009,-122.2921406
27.9477595,-82.458444
41.8847507,-88.2039607
47.2495798,-122.4398746
47.6579425,-117.4212265
39.729432,-104.8319196
34.054935,-118.244476
36.0710614,-109.6639309
43.900575,-85.258097
47.6594091,-122.6766317
47.6038321,-122.3300624
44.9391565,-123.033121
35.3272928,-96.9253004
38.5815719,-121.4943996
44.315952,-70.5495492
33.7494951,-117.8732213
42.6106479,-71.2342248
47.1849009,-122.2921406
46.973703,-124.156277
33.8347516,-117.911732
40.7581175,-75.3178952
25.8575963,-80.2781057
45.6306954,-122.6744557
38.0464066,-84.4970393
47.5766324,-122.2276378
40.1164205,-88.2433829
38.4493315,-78.8688833
47.6607729,-122.2914971
40.0193652,-75.1723513
42.096968,-75.914341
33.5206824,-86.8024326
32.7174209,-117.1627714
48.0517429,-122.1768209
47.7598697,-122.2068288
47.4449086,-122.2830842
44.0978509,-70.2311655
41.241182,-77.0010648
34.054935,-118.244476
42.5291439,-94.5341421
47.6579425,-117.4212265
47.6038321,-122.3300624
43.2341813,-86.2483921
46.323559,-117.9725379
36.2079779,-86.2910945
31.4648357,-100.4398442
48.0517429,-122.1768209
31.7721106,-91.8215177
43.477269,-111.969828
47.2150945,-123.1007066
38.5941048,-90.5875099
47.6038321,-122.3300624
47.6038321,-122.3300624
35.6144446,-88.8177418
45.3573429,-122.6067583
48.2452535,-122.3495336
36.7295295,-119.7088613
45.2788444,-92.985312
38.6779591,-121.1760583
38.1749179,-122.2608044
45.5202471,-122.6741949
45.4206749,-122.6706498
47.6038321,-122.3300624
47.5759181,-122.1398636
40.7306458,-73.9866136
40.4470377,-75.9663222
47.6038321,-122.3300624
45.5202471,-122.6741949
45.6306954,-122.6744557
32.2686981,-107.7586404
38.7296252,-120.798546
38.2544472,-104.609141
36.1662859,-115.149225
38.2545799,-76.963588
41.8528065,-124.149862
44.100351,-70.2147764
47.6038321,-122.3300624
35.0875836,-84.0346315
34.0739016,-117.3136547
47.6038321,-122.3300624
47.6859573,-122.1920249
35.3738712,-119.0194639
47.2495798,-122.4398746
34.79981,-87.677251
47.6038321,-122.3300624
45.6306954,-122.6744557
39.5137752,-121.556359
45.6306954,-122.6744557
35.3738712,-119.0194639
47.6038321,-122.3300624
40.1053196,-85.6802541
35.3738712,-119.0194639
46.601557,-120.5108421
30.1957055,-85.7974141
38.5815719,-121.4943996
33.4485866,-112.0773456
40.9804423,-111.8874688
45.3573429,-122.6067583
47.3075369,-122.2301808
46.877229,-96.789821
46.8140449,-117.8818834
44.636755,-124.053442
36.1662859,-115.149225
40.0149856,-105.2705456
47.6594091,-122.6766317
41.5623209,-72.6506488
27.3364347,-82.5306527
40.6391069,-73.9385536
47.6038321,-122.3300624
47.6694141,-122.1238767
25.7742658,-80.1936589
32.8295183,-96.9442177
47.7598697,-122.2068288
45.5202471,-122.6741949
34.7464809,-92.2895948
48.5390853,-121.7471917
33.4359175,-112.3405021
41.2464824,-75.8817316
36.2008371,-115.1120958
47.313494,-122.3393103
42.502747,-105.026083
45.5202471,-122.6741949
38.490327,-89.793154
45.9109715,-122.7408326
36.7953025,-76.05092512
30.3321838,-81.655651
30.4094294,-88.91886497
38.5815719,-121.4943996
42.224867,-121.7816704
45.5202471,-122.6741949
42.0147513,-89.3323279
47.5288233,-114.1015013
44.0328491,-92.6451021
42.4775364,-83.0277001
47.4799078,-122.2034496
47.2495798,-122.4398746
45.6306954,-122.6744557
38.6337716,-90.2416548
47.6038321,-122.3300624
45.5067406,-122.4367058
48.1810957,-122.1389548
46.3141666,-114.1139845
47.1849009,-122.2921406
39.6079951,-119.2518245
41.2621283,-95.8613912
34.0676715,-78.1483283
47.2495798,-122.4398746
45.1473445,-122.5770322
30.4380832,-84.2809332
48.4107966,-114.3346265
47.6038321,-122.3300624
38.0464066,-84.4970393
41.5051613,-81.6934446
47.2495798,-122.4398746
38.8843867,-94.8161127
38.9013013,-77.2651585
35.1490215,-90.0516285
47.5709315,-122.3865166
34.1816482,-118.3258554
48.4615199,-115.8949854
34.1816482,-118.3258554
47.6038321,-122.3300624
32.9481789,-96.7297206
35.4729886,-97.5170536
38.0103311,-122.1298309
47.1849009,-122.2921406
33.4485866,-112.0773456
40.6110589,-111.8999353
47.4799078,-122.2034496
47.6038321,-122.3300624
40.699478,-99.081858
45.3099218,-122.7681602
40.3337075,-75.6374083
47.6038321,-122.3300624
36.0325687,-86.7825235
37.5385087,-77.43428
43.61656,-116.200835
45.4871723,-122.8037804
61.2163129,-149.8948523
32.7762719,-96.7968559
39.2908816,-76.610759
38.8339578,-104.8253485
47.0450197,-122.8948725
45.1570187,-67.4047167
47.7598697,-122.2068288
38.5131989,-90.4400578
38.7044609,-93.2282613
34.0211224,-118.3964665
34.2819461,-118.4389719
43.1535728,-93.2010367
37.6922361,-97.3375448
43.4935245,-112.0400919
47.3506757,-122.8493277
43.7736996,-116.3805805
29.2108147,-81.0228331
35.0551639,-77.7463653
47.0979462,-122.4243422
40.335345,-75.9279495
48.0197794,-122.0660914
39.2908816,-76.610759
43.0116784,-88.2314813
40.7306458,-73.9866136
33.9204354,-80.3414693
32.912624,-96.6388833
37.2166779,-93.2920373
38.0049214,-121.805789
38.8858407,-94.5330096
33.558997,-112.4046831
29.7589382,-95.3676974
32.7174209,-117.1627714
46.1420334,-122.9060318
41.1579008,-80.0886631
26.640628,-81.8723084
26.1482449,-80.32888594
36.1662859,-115.149225
27.044224,-82.2359254
46.1377048,-122.9344623
45.7874957,-108.49607
47.5223107,-120.4689464
40.6763665,-75.62143246
47.6144219,-122.1923372
40.033814,-83.1596108
26.640628,-81.8723084
48.527619,-121.4495729
48.2022563,-114.3167117
43.22336,-85.551424
41.6795186,-77.0638567
29.7589382,-95.3676974
39.6311085,-105.1100582
39.0283966,-84.2177136
40.2956655,-74.9285311
45.373343,-84.95533
47.6038321,-122.3300624
32.8406946,-83.6324022
39.2908816,-76.610759
47.6144219,-122.1923372
34.0922335,-117.435048
45.4307473,-122.7719339
33.5091215,-111.8992365
43.3665007,-124.2178903
39.0992752,-76.8483061
62.0855556,-163.7294444
47.1301417,-119.2780771
41.1035786,-80.6520161
40.5863563,-122.3916754
47.7598697,-122.2068288
33.8825705,-118.1167679
36.1662859,-115.149225
46.808327,-100.783739
47.4799078,-122.2034496
39.6581425,-78.928357
30.1104947,-97.3152701
36.1697096,-115.1236952
30.3321838,-81.655651
26.640628,-81.8723084
47.6859573,-122.1920249
25.7742658,-80.1936589
39.729432,-104.8319196
30.4057552,-86.618842
34.0553813,-117.7517496
40.2502582,-103.799951
34.3541659,-119.0592705
46.2635471,-119.1907947
47.6038321,-122.3300624
34.7204257,-80.7709015
34.5793131,-118.1171108
26.1223084,-80.1433786
34.2124444,-118.6848112
47.5653663,-122.6246836
27.3364347,-82.5306527
38.7296252,-120.798546
41.8137116,-71.3700545
32.5631924,-97.1416768
47.6038321,-122.3300624
42.1372967,-76.9369067
32.7876012,-79.9402728
28.06906015,-82.65019149
43.157285,-77.615214
42.6322463,-73.7654367
40.5889664,-105.1375908
34.0922335,-117.435048
39.9025504,-84.6263432
44.9772995,-93.2654692
42.3367406,-76.7885655
35.0456297,-85.3096801
47.4931725,-121.78783
36.8420172,-119.8019498
40.742551,-84.1052256
38.1503113,-92.6179621
42.353355,-88.0934145
47.5395736,-122.1563331
33.3067132,-111.8408489
45.3363551,-92.9971631
27.9477595,-82.458444
48.118146,-123.4307413
61.5828234,-149.4380985
43.982672,-124.099839
30.421309,-87.2169149
47.6038321,-122.3300624
47.4234599,-120.3103494
44.8595111,-92.6265897
40.5863563,-122.3916754
40.1768732,-75.1019942
40.46528,-96.849748
47.7545827,-122.1588902
31.3386242,-94.7288558
32.3643098,-88.703656
47.6038321,-122.3300624
47.6694141,-122.1238767
46.3259993,-119.3303678
41.6603788,-71.4558911
39.52927,-119.8136744
29.6519396,-82.3249961
33.4485866,-112.0773456
35.3738712,-119.0194639
42.4396039,-76.4968019
43.22336,-85.551424
47.8113905,-122.2940601
37.1298517,-80.4089389
27.9477595,-82.458444
39.9025504,-84.6263432
28.693322,-81.28850956
33.9255685,-116.875289
41.3223611,-73.0890324
42.8689552,-76.9777436
36.6744117,-121.6550372
47.6038321,-122.3300624
41.6000752,-76.4418868
47.4931725,-121.78783
39.7500713,-74.1357407
45.7874957,-108.49607
47.8105738,-122.3774952
42.3810555,-76.8705777
46.1420334,-122.9060318
28.5552719,-82.3878709
38.6703267,-89.9845476
47.5348778,-122.0432974
32.7174209,-117.1627714
45.5202471,-122.6741949
47.6694141,-122.1238767
48.0399806,-122.4094051
43.074761,-89.3837613
47.6038321,-122.3300624
34.5114704,-110.0796089
47.6038321,-122.3300624
39.6581425,-78.928357
44.3976247,-122.7361959
42.7130889,-85.4619599
45.5202471,-122.6741949
33.4485866,-112.0773456
38.925927,-79.8466552
48.1810957,-122.1389548
25.7742658,-80.1936589
36.7295295,-119.7088613
39.8366528,-105.0372046
32.7174209,-117.1627714
33.77217945,-116.4952977
44.0233269,-92.4630215
30.2655322,-94.1991444
36.2960087,-119.8120795
35.1490215,-90.0516285
42.9978049,-84.1766359
36.1697096,-115.1236952
37.3297085,-121.9031599
33.4485866,-112.0773456
35.0776145,-118.4396756
47.6694141,-122.1238767
25.6905515,-80.23500898
38.9848265,-77.0946459
32.7174209,-117.1627714
43.4925843,-70.4533844
40.5508527,-105.0668085
